"","x"
"519","http://bbc.com/news/politics/constituencies/E14000955"
"520","http://bbc.com/news/politics/constituencies/E14000956"
"521","http://bbc.com/news/politics/constituencies/E14000957"
"522","http://bbc.com/news/politics/constituencies/E14000958"
"523","http://bbc.com/news/politics/constituencies/E14000959"
"524","http://bbc.com/news/politics/constituencies/E14000960"
"525","http://bbc.com/news/politics/constituencies/E14000961"
"526","http://bbc.com/news/politics/constituencies/E14000962"
"527","http://bbc.com/news/politics/constituencies/E14000963"
"528","http://bbc.com/news/politics/constituencies/E14000964"
"529","http://bbc.com/news/politics/constituencies/E14000965"
"530","http://bbc.com/news/politics/constituencies/E14000966"
"531","http://bbc.com/news/politics/constituencies/E14000945"
"532","http://bbc.com/news/politics/constituencies/E14000967"
"533","http://bbc.com/news/politics/constituencies/E14000968"
"534","http://bbc.com/news/politics/constituencies/S14000057"
"535","http://bbc.com/news/politics/constituencies/E14000969"
"536","http://bbc.com/news/politics/constituencies/E14000970"
"537","http://bbc.com/news/politics/constituencies/E14000971"
"538","http://bbc.com/news/politics/constituencies/E14000972"
"539","http://bbc.com/news/politics/constituencies/E14000973"
"540","http://bbc.com/news/politics/constituencies/E14000974"
"541","http://bbc.com/news/politics/constituencies/E14000975"
"542","http://bbc.com/news/politics/constituencies/E14000976"
"543","http://bbc.com/news/politics/constituencies/N06000016"
"544","http://bbc.com/news/politics/constituencies/E14000977"
"545","http://bbc.com/news/politics/constituencies/E14000978"
"546","http://bbc.com/news/politics/constituencies/E14000979"
"547","http://bbc.com/news/politics/constituencies/E14000980"
"548","http://bbc.com/news/politics/constituencies/E14000624"
"549","http://bbc.com/news/politics/constituencies/E14000981"
"550","http://bbc.com/news/politics/constituencies/E14000946"
"551","http://bbc.com/news/politics/constituencies/E14001034"
"552","http://bbc.com/news/politics/constituencies/E14000982"
"553","http://bbc.com/news/politics/constituencies/E14000681"
"554","http://bbc.com/news/politics/constituencies/E14000983"
"555","http://bbc.com/news/politics/constituencies/E14000953"
"556","http://bbc.com/news/politics/constituencies/E14000817"
"557","http://bbc.com/news/politics/constituencies/E14000984"
"558","http://bbc.com/news/politics/constituencies/E14000985"
"559","http://bbc.com/news/politics/constituencies/W07000048"
"560","http://bbc.com/news/politics/constituencies/W07000047"
"561","http://bbc.com/news/politics/constituencies/E14000851"
"562","http://bbc.com/news/politics/constituencies/E14000947"
"563","http://bbc.com/news/politics/constituencies/E14000986"
"564","http://bbc.com/news/politics/constituencies/E14000987"
"565","http://bbc.com/news/politics/constituencies/E14000988"
"566","http://bbc.com/news/politics/constituencies/E14000989"
"567","http://bbc.com/news/politics/constituencies/E14000990"
"568","http://bbc.com/news/politics/constituencies/E14000852"
"569","http://bbc.com/news/politics/constituencies/E14000948"
"570","http://bbc.com/news/politics/constituencies/E14000993"
"571","http://bbc.com/news/politics/constituencies/E14000994"
"572","http://bbc.com/news/politics/constituencies/E14000995"
"573","http://bbc.com/news/politics/constituencies/E14000996"
"574","http://bbc.com/news/politics/constituencies/E14000997"
"575","http://bbc.com/news/politics/constituencies/E14000998"
"576","http://bbc.com/news/politics/constituencies/E14000999"
"577","http://bbc.com/news/politics/constituencies/W07000053"
"578","http://bbc.com/news/politics/constituencies/E14001001"
"579","http://bbc.com/news/politics/constituencies/E14001002"
"580","http://bbc.com/news/politics/constituencies/E14001003"
"581","http://bbc.com/news/politics/constituencies/E14001004"
"582","http://bbc.com/news/politics/constituencies/E14001005"
"583","http://bbc.com/news/politics/constituencies/E14001006"
"584","http://bbc.com/news/politics/constituencies/E14000853"
"585","http://bbc.com/news/politics/constituencies/N06000017"
"586","http://bbc.com/news/politics/constituencies/E14001007"
"587","http://bbc.com/news/politics/constituencies/W07000060"
"588","http://bbc.com/news/politics/constituencies/W07000078"
"589","http://bbc.com/news/politics/constituencies/E14001008"
"590","http://bbc.com/news/politics/constituencies/E14001009"
"591","http://bbc.com/news/politics/constituencies/E14001010"
"592","http://bbc.com/news/politics/constituencies/E14001011"
"593","http://bbc.com/news/politics/constituencies/E14001012"
"594","http://bbc.com/news/politics/constituencies/E14001013"
"595","http://bbc.com/news/politics/constituencies/E14001014"
"596","http://bbc.com/news/politics/constituencies/E14001015"
"597","http://bbc.com/news/politics/constituencies/E14001016"
"598","http://bbc.com/news/politics/constituencies/E14001017"
"599","http://bbc.com/news/politics/constituencies/E14001018"
"600","http://bbc.com/news/politics/constituencies/E14001019"
"601","http://bbc.com/news/politics/constituencies/E14000854"
"602","http://bbc.com/news/politics/constituencies/E14001020"
"603","http://bbc.com/news/politics/constituencies/E14001021"
"604","http://bbc.com/news/politics/constituencies/E14001022"
"605","http://bbc.com/news/politics/constituencies/E14001023"
"606","http://bbc.com/news/politics/constituencies/E14001024"
"607","http://bbc.com/news/politics/constituencies/E14001025"
"608","http://bbc.com/news/politics/constituencies/E14001026"
"609","http://bbc.com/news/politics/constituencies/E14001027"
"610","http://bbc.com/news/politics/constituencies/E14001028"
"611","http://bbc.com/news/politics/constituencies/E14001029"
"612","http://bbc.com/news/politics/constituencies/E14001030"
"613","http://bbc.com/news/politics/constituencies/E14001032"
"614","http://bbc.com/news/politics/constituencies/N06000018"
"615","http://bbc.com/news/politics/constituencies/E14001036"
"616","http://bbc.com/news/politics/constituencies/E14001037"
"617","http://bbc.com/news/politics/constituencies/E14001038"
"618","http://bbc.com/news/politics/constituencies/E14001039"
"619","http://bbc.com/news/politics/constituencies/E14000860"
"620","http://bbc.com/news/politics/constituencies/E14000954"
"621","http://bbc.com/news/politics/constituencies/E14001040"
"622","http://bbc.com/news/politics/constituencies/E14001041"
"623","http://bbc.com/news/politics/constituencies/E14001042"
"624","http://bbc.com/news/politics/constituencies/E14001043"
"625","http://bbc.com/news/politics/constituencies/E14001044"
"626","http://bbc.com/news/politics/constituencies/E14001045"
"627","http://bbc.com/news/politics/constituencies/E14001046"
"628","http://bbc.com/news/politics/constituencies/E14001047"
"629","http://bbc.com/news/politics/constituencies/E14001048"
"630","http://bbc.com/news/politics/constituencies/E14001049"
"631","http://bbc.com/news/politics/constituencies/E14001050"
"632","http://bbc.com/news/politics/constituencies/E14001051"
"633","http://bbc.com/news/politics/constituencies/E14001052"
"634","http://bbc.com/news/politics/constituencies/E14000818"
"635","http://bbc.com/news/politics/constituencies/E14001035"
"636","http://bbc.com/news/politics/constituencies/E14001053"
"637","http://bbc.com/news/politics/constituencies/E14001054"
"638","http://bbc.com/news/politics/constituencies/E14000682"
"639","http://bbc.com/news/politics/constituencies/E14001055"
"640","http://bbc.com/news/politics/constituencies/E14000992"
"641","http://bbc.com/news/politics/constituencies/W07000044"
"642","http://bbc.com/news/politics/constituencies/E14001056"
"643","http://bbc.com/news/politics/constituencies/E14001057"
"644","http://bbc.com/news/politics/constituencies/E14001058"
"645","http://bbc.com/news/politics/constituencies/E14001059"
"646","http://bbc.com/news/politics/constituencies/E14001060"
"647","http://bbc.com/news/politics/constituencies/W07000041"
"648","http://bbc.com/news/politics/constituencies/E14001061"
"649","http://bbc.com/news/politics/constituencies/E14001062"
"650","http://bbc.com/news/politics/constituencies/E14000683"
